net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Goudvisstraat,7559MP,7559MP,HENGELO OV,24,100.0,100.0,100,G4,1649,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Marenestraat,7559MR,7559MR,HENGELO OV,18,100.0,100.0,100,G4,1847,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Sneepstraat,7559MS,7559NB,HENGELO OV,29,100.0,100.0,93,G4,1900,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Gentplein,7559NC,7559ND,HENGELO OV,19,100.0,100.0,100,G4,1240,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Mechelenstraat,7559NE,7559NE,HENGELO OV,15,100.0,100.0,100,G4,1282,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Oostendestraat,7559NG,7559NG,HENGELO OV,17,100.0,100.0,100,G4,1612,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Antwerpenstraat,7559NH,7559NH,HENGELO OV,31,100.0,100.0,100,G4,1232,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Aalststraat,7559NJ,7559NJ,HENGELO OV,36,100.0,100.0,100,G4,1022,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Turnhoutstraat,7559NK,7559NK,HENGELO OV,32,100.0,100.0,100,G4,898,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Wevelgemstraat,7559NL,7559NL,HENGELO OV,20,100.0,100.0,100,G4,1016,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Straatsburg,7559NM,7559NM,HENGELO OV,10,100.0,100.0,50,G4,7177,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Brusselstraat,7559NN,7559NP,HENGELO OV,27,100.0,100.0,96,G4,1752,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Spastraat,7559NR,7559NR,HENGELO OV,13,100.0,100.0,100,G4,916,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Leuvenstraat,7559NS,7559NS,HENGELO OV,23,100.0,100.0,91,G4,1077,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Brusselstraat,7559NV,7559NW,HENGELO OV,23,100.0,100.0,100,G4,1483,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Namenstraat,7559NX,7559NX,HENGELO OV,22,100.0,100.0,100,G4,1469,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Bastenakenstraat,7559NZ,7559PG,HENGELO OV,30,100.0,100.0,77,G4,2969,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Topweg,7559PH,7559PH,HENGELO OV,11,100.0,100.0,82,G4,2893,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Torenlaan,7559PJ,7559PJ,HENGELO OV,16,100.0,93.75,44,G4,4087,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Torenlaan,7559PK,7559PN,HENGELO OV,23,100.0,100.0,70,G4,2732,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Vossenbeltweg,7559PP,7559PP,HENGELO OV,14,100.0,100.0,100,G4,2226,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Slangenbeekweg,7559PR,7559PS,HENGELO OV,16,100.0,81.25,94,G4,2558,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Bornsedijk,7559PT,7559PT,HENGELO OV,31,100.0,96.77,90,G4,2314,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Krombekkenweg,7559PV,7559RA,HENGELO OV,15,100.0,93.33,80,G4,2145,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Schalmedenweg,7559RB,7559RB,HENGELO OV,12,100.0,91.67,75,G4,2773,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Hartermedenweg,7559RC,7559RG,HENGELO OV,29,100.0,96.55,100,G4,1283,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Bosbes,7559RH,7559RM,HENGELO OV,38,100.0,100.0,95,G4,1677,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Vlierbes,7559RN,7559RN,HENGELO OV,18,100.0,100.0,100,G4,1491,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Veenbes,7559RP,7559RR,HENGELO OV,15,100.0,93.33,100,G4,1553,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Aardbei,7559RS,7559SH,HENGELO OV,57,100.0,98.25,75,G4,2330,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Jan Tinbergenstraat,7559SP,7559SP,HENGELO OV,13,100.0,100.0,69,G6,5555,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Het Plein,7559SR,7559WB,HENGELO OV,33,100.0,96.97,70,G4,6257,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Emsdettenplein,7559WC,7559WC,HENGELO OV,21,100.0,100.0,100,G4,773,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Emsdettenplein,7559WD,7559WD,HENGELO OV,19,100.0,100.0,100,G4,722,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Berlijnstraat,7559WE,7559WE,HENGELO OV,17,100.0,100.0,100,G4,1389,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Berlijnstraat,7559WG,7559WG,HENGELO OV,18,100.0,100.0,100,G4,1148,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Berlijnstraat,7559WH,7559WH,HENGELO OV,40,100.0,100.0,100,G4,1059,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Berlijnstraat,7559WK,7559WK,HENGELO OV,16,100.0,100.0,100,G4,1658,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Gronaustraat,7559WL,7559WL,HENGELO OV,17,100.0,100.0,100,G4,2015,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Munsterstraat,7559WN,7559WN,HENGELO OV,14,100.0,100.0,100,G4,972,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Munsterstraat,7559WP,7559WP,HENGELO OV,18,100.0,100.0,100,G4,942,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Nordhornstraat,7559WR,7559WR,HENGELO OV,14,100.0,100.0,100,G4,1356,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Nordhornstraat,7559WS,7559WS,HENGELO OV,18,100.0,100.0,100,G4,1726,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Meester Nijkrakeweg,7561AA,7561AA,DEURNINGEN,11,100.0,100.0,91,G4,1904,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Hoofdstraat,7561AB,7561AB,DEURNINGEN,19,100.0,100.0,58,G4,2417,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Hoofdstraat,7561AC,7561AC,DEURNINGEN,29,100.0,100.0,79,G4,2061,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),St. Plechelmusplein,7561AD,7561AG,DEURNINGEN,36,100.0,100.0,94,G4,1964,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Wilthuisstraat,7561AH,7561AH,DEURNINGEN,21,100.0,100.0,100,G4,1872,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Pastoor Gloerichstraat,7561AJ,7561AJ,DEURNINGEN,18,100.0,100.0,94,G4,1895,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Pastoor Gloerichstraat,7561AK,7561AK,DEURNINGEN,15,100.0,100.0,100,G4,1847,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Pastoor Gloerichstraat,7561AL,7561AL,DEURNINGEN,16,100.0,100.0,100,G4,1545,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Pastoor Gloerichstraat,7561AM,7561AM,DEURNINGEN,21,100.0,100.0,95,G4,1739,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Vliegveldstraat,7561AN,7561AN,DEURNINGEN,20,100.0,100.0,85,G4,2238,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Ossendijk,7561AP,7561AR,DEURNINGEN,21,100.0,100.0,86,G4,2828,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Pastoor Havinkstraat,7561AS,7561AS,DEURNINGEN,24,100.0,100.0,79,G4,1714,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Vliegveldstraat,7561AT,7561AV,DEURNINGEN,20,100.0,100.0,85,G4,2620,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Beekdal,7561AW,7561AW,DEURNINGEN,10,100.0,60.0,90,G4,1555,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Esrand,7561AZ,7561BA,DEURNINGEN,20,100.0,100.0,100,G4,1411,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Eschgaarde,7561BB,7561BB,DEURNINGEN,13,100.0,100.0,100,G4,1467,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Molemansstraat,7561BC,7561BC,DEURNINGEN,15,100.0,100.0,93,G4,2982,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Molemansstraat,7561BD,7561BD,DEURNINGEN,14,100.0,100.0,100,G4,1498,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Molemansstraat,7561BE,7561BE,DEURNINGEN,14,100.0,100.0,93,G4,1712,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Korte Bos,7561BG,7561BH,DEURNINGEN,31,100.0,100.0,100,G4,1909,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Overeshof,7561BJ,7561BT,DEURNINGEN,51,100.0,100.0,75,G4,2115,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Veldzijde,7561BV,7561BV,DEURNINGEN,15,100.0,100.0,80,G4,1769,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Withagsmedenweg,7561PA,7561PB,DEURNINGEN,22,100.0,100.0,77,G4,2658,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Gammelkeresweg,7561PC,7561PC,DEURNINGEN,15,100.0,100.0,60,G4,3252,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Handijksweg,7561PD,7561PH,DEURNINGEN,21,100.0,100.0,67,G4,2843,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Oude Deurningerstraat,7561PJ,7561PK,DEURNINGEN,13,100.0,100.0,69,G4,3438,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Wismanweg,7561PL,7561PS,DEURNINGEN,31,100.0,96.77,81,G4,2758,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Kerkweg,7561PT,7561PT,DEURNINGEN,24,100.0,100.0,83,G4,3237,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Deurningeresweg,7561PW,7561RA,DEURNINGEN,33,100.0,100.0,85,G4,2864,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Hogeveldsweg,7561RB,7561RB,DEURNINGEN,11,100.0,100.0,73,G4,3020,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Hartermedenweg,7561RE,7561RN,DEURNINGEN,25,100.0,96.0,76,G4,3627,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Molemansdijk,7561RP,7561RP,DEURNINGEN,24,100.0,100.0,75,G4,3819,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Koehorsterweg,7561RR,7561RV,DEURNINGEN,16,100.0,87.5,69,G4,8068,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Vlijertsdijk,7561RZ,7561SH,DEURNINGEN,28,100.0,100.0,79,G4,3323,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Oude Postweg,7561SJ,7562PC,DEURNINGEN,75,100.0,98.67,93,G4,1990,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Oldenzaalsedijk,7562PD,7562PJ,DEURNINGEN,34,100.0,94.12,76,G4,2900,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Hengelosestraat,7562PK,7562RA,DEURNINGEN,19,100.0,89.47,79,G4,5798,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Kattenveenweg,7562RB,7571AA,DEURNINGEN,45,100.0,93.33,91,G4,2056,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Tulpstraat,7571AB,7571AB,OLDENZAAL,28,100.0,92.86,86,G4,2826,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Tulpstraat,7571AC,7571AE,OLDENZAAL,27,100.0,100.0,96,G4,2816,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Bloemenstraat,7571AG,7571AG,OLDENZAAL,41,100.0,100.0,100,G4,1105,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Kloosterstraat,7571AH,7571AJ,OLDENZAAL,46,100.0,97.83,98,G4,1102,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Langestraat,7571AK,7571AK,OLDENZAAL,17,100.0,100.0,94,G4,3004,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Noordwal,7571AM,7571BA,OLDENZAAL,38,100.0,94.74,84,G4,3492,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Westwal,7571BB,7571BB,OLDENZAAL,43,100.0,100.0,100,G4,1454,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Deurningerstraat,7571BC,7571BC,OLDENZAAL,21,100.0,95.24,100,G4,1088,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Deurningerstraat,7571BD,7571BE,OLDENZAAL,22,100.0,100.0,82,G4,2870,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Deurningerstraat,7571BG,7571BG,OLDENZAAL,18,100.0,100.0,100,G4,735,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Steenstraat,7571BH,7571BH,OLDENZAAL,24,100.0,100.0,83,G4,1849,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Steenstraat,7571BJ,7571BJ,OLDENZAAL,11,100.0,100.0,91,G4,3589,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Steenstraat,7571BK,7571BK,OLDENZAAL,22,100.0,100.0,91,G4,2460,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Steenstraat,7571BL,7571BL,OLDENZAAL,20,100.0,100.0,85,G4,1759,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Nieuwstraat,7571BM,7571BM,OLDENZAAL,14,100.0,100.0,100,G4,1797,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Badhuisstraat,7571BN,7571BR,OLDENZAAL,25,100.0,100.0,92,G4,1351,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Prins Hendrikstraat,7571BS,7571BS,OLDENZAAL,19,100.0,100.0,95,G4,967,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Pastoriestraat,7571BT,7571BT,OLDENZAAL,13,100.0,100.0,92,G4,751,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Pastoriestraat,7571BV,7571BV,OLDENZAAL,21,100.0,100.0,100,G4,34,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Prins Hendrikstraat,7571BW,7571BW,OLDENZAAL,23,100.0,100.0,100,G4,1392,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Westwal,7571BZ,7571BZ,OLDENZAAL,38,100.0,100.0,100,G4,658,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Zuidwal,7571CA,7571CA,OLDENZAAL,81,100.0,100.0,99,G4,950,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Wilhelminastraat,7571CB,7571CB,OLDENZAAL,31,100.0,100.0,100,G4,171,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Gasthuisstraat,7571CC,7571CC,OLDENZAAL,27,100.0,100.0,96,G4,1312,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Ganzenmarkt,7571CD,7571CD,OLDENZAAL,25,100.0,100.0,84,G4,1858,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Wilhelminastraat,7571CE,7571CE,OLDENZAAL,23,100.0,100.0,91,G4,2496,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Hoogelucht,7571CG,7571CH,OLDENZAAL,14,100.0,100.0,93,G4,2055,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Prossinkhof,7571CJ,7571CJ,OLDENZAAL,27,100.0,100.0,100,G4,1131,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Schoolstraat,7571CK,7571CK,OLDENZAAL,31,100.0,100.0,100,G4,1254,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Vos de Waelstraat,7571CL,7571CM,OLDENZAAL,28,100.0,100.0,96,G4,1705,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Molenstraat,7571CN,7571CN,OLDENZAAL,28,100.0,85.71,89,G4,1554,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Oostwal,7571CR,7571CR,OLDENZAAL,36,100.0,97.22,94,G4,2087,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Poortstraat,7571CS,7571CS,OLDENZAAL,11,100.0,100.0,100,G4,2157,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Paradijsstraat,7571CT,7571CT,OLDENZAAL,16,100.0,100.0,88,G4,2598,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Monnikstraat,7571CV,7571CW,OLDENZAAL,23,100.0,100.0,100,G4,2001,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Bisschopstraat,7571CX,7571CX,OLDENZAAL,27,100.0,100.0,93,G4,1965,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Bisschopstraat,7571CZ,7571CZ,OLDENZAAL,22,100.0,100.0,91,G4,2439,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Kloosterstraat,7571DB,7571DB,OLDENZAAL,18,100.0,100.0,100,G4,989,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Kloosterstraat,7571DC,7571DC,OLDENZAAL,22,100.0,100.0,100,G4,984,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Kloosterstraat,7571DD,7571DD,OLDENZAAL,17,100.0,100.0,100,G4,1176,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Hofmeijerstraat,7571DE,7571DG,OLDENZAAL,19,100.0,100.0,100,G4,1978,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Oostwal,7571DH,7571DJ,OLDENZAAL,14,100.0,100.0,100,G4,1569,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Zuidwal,7571DK,7571DR,OLDENZAAL,33,100.0,100.0,94,G4,1360,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),In den Vijfhoek,7571DS,7571DS,OLDENZAAL,24,100.0,100.0,100,G4,927,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),In den Vijfhoek,7571DT,7571DX,OLDENZAAL,28,100.0,82.14,86,G4,1114,0.0,3.57
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),In den Vijfhoek,7571DZ,7571DZ,OLDENZAAL,20,100.0,100.0,100,G4,978,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Waagstraat,7571EA,7571EB,OLDENZAAL,43,100.0,100.0,95,G4,1394,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Groote Markt,7571EC,7571EC,OLDENZAAL,17,100.0,94.12,47,G4,4976,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Marktstraat,7571ED,7571ED,OLDENZAAL,13,100.0,100.0,62,G4,5669,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Kerkstraat,7571EE,7571EE,OLDENZAAL,11,100.0,100.0,64,G4,3324,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),St. Plechelmusplein,7571EG,7571EG,OLDENZAAL,12,100.0,100.0,58,G4,3645,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Vinkenstraat,7571EH,7571EJ,OLDENZAAL,18,100.0,100.0,100,G4,2746,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Grootestraat,7571EK,7571EL,OLDENZAAL,18,100.0,100.0,67,G4,2225,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Hofstraat,7571EN,7571ET,OLDENZAAL,31,100.0,96.77,65,G4,2279,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),De Walgaarden,7571GA,7571GA,OLDENZAAL,41,100.0,100.0,100,G4,605,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),De Walgaarden,7571GB,7571GB,OLDENZAAL,40,100.0,100.0,100,G4,398,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),De Walgaarden,7571GC,7571GC,OLDENZAAL,40,100.0,100.0,100,G4,366,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),De Walgaarden,7571GD,7571GD,OLDENZAAL,29,100.0,100.0,100,G4,598,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),De Walgaarden,7571GE,7571GE,OLDENZAAL,20,100.0,100.0,100,G4,483,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Huurnestraat,7571VJ,7571VJ,OLDENZAAL,12,100.0,100.0,100,G4,1497,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Anjerstraat,7571VS,7572AA,OLDENZAAL,18,100.0,100.0,94,G4,3448,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Ootmarsumsestraat,7572AB,7572AB,OLDENZAAL,32,100.0,96.88,97,G4,1719,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Ootmarsumsestraat,7572AC,7572AC,OLDENZAAL,16,100.0,100.0,100,G4,1018,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Tulpstraat,7572AD,7572AD,OLDENZAAL,16,100.0,100.0,100,G4,1607,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Tulpstraat,7572AE,7572AE,OLDENZAAL,10,100.0,100.0,100,G4,1201,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Tijgaardenstraat,7572AG,7572AG,OLDENZAAL,11,100.0,100.0,100,G4,1569,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Tijgaardenstraat,7572AH,7572AH,OLDENZAAL,14,100.0,92.86,86,G4,2054,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Tijgaardenstraat,7572AJ,7572AJ,OLDENZAAL,18,100.0,100.0,100,G4,1665,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Narcissenstraat,7572AK,7572AK,OLDENZAAL,23,100.0,100.0,100,G4,1731,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Narcissenstraat,7572AL,7572AL,OLDENZAAL,42,100.0,100.0,98,G4,1261,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Begoniastraat,7572AM,7572AM,OLDENZAAL,18,100.0,100.0,100,G4,1669,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Begoniastraat,7572AN,7572AN,OLDENZAAL,16,100.0,100.0,100,G4,1625,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Papaverstraat,7572AP,7572AP,OLDENZAAL,20,100.0,100.0,100,G4,1761,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Papaverstraat,7572AR,7572AR,OLDENZAAL,22,100.0,100.0,100,G4,1512,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Primulastraat,7572AS,7572AS,OLDENZAAL,21,100.0,100.0,90,G4,3051,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Gammelkerstraat,7572AT,7572AT,OLDENZAAL,26,100.0,96.15,100,G4,1860,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Gammelkerstraat,7572AV,7572AV,OLDENZAAL,15,100.0,100.0,93,G4,1878,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Trompstraat,7572AW,7572AW,OLDENZAAL,25,100.0,100.0,100,G4,1614,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Karel Doormanstraat,7572AX,7572AX,OLDENZAAL,23,100.0,100.0,96,G4,1689,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Jan van Galenstraat,7572AZ,7572AZ,OLDENZAAL,11,100.0,100.0,100,G4,1277,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Hyacinthstraat,7572BA,7572BA,OLDENZAAL,17,100.0,100.0,100,G4,1852,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Hyacinthstraat,7572BB,7572BB,OLDENZAAL,15,100.0,100.0,100,G4,1895,0.0,0.0
Coteq Netbeheer BV,GAS Gastransport Services (GASUNIE),Hyacinthstraat,7572BC,7572BC,OLDENZAAL,21,100.0,100.0,95,G4,1530,0.0,0.0
