net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Sparstraat,7572TJ,7572TJ,OLDENZAAL,20,85,100,60,1x35,3033,95,85
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Sparstraat,7572TK,7572TL,OLDENZAAL,22,91,100,55,1x35,3524,100,91
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Sparstraat,7572TM,7572TM,OLDENZAAL,24,100,100,83,1x35,2807,96,83
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Sparstraat,7572TN,7572TP,OLDENZAAL,45,89,100,93,1x35,2227,93,84
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Zoddenbergstraat,7572TR,7572TS,OLDENZAAL,27,100,100,85,1x35,2310,100,89
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Zoddenbergstraat,7572TT,7572TT,OLDENZAAL,19,100,100,89,1x25,1456,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Plataan,7572TV,7572TV,OLDENZAAL,31,87,100,77,1x35,3320,100,94
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Lindestraat,7572TW,7572TW,OLDENZAAL,15,87,93,80,1x35,3871,93,67
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Lindestraat,7572TX,7572TX,OLDENZAAL,15,73,100,53,3x25,3388,100,87
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Lindestraat,7572TZ,7572TZ,OLDENZAAL,14,86,93,64,1x35,2946,93,79
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Korenbloemstraat,7572VA,7572VB,OLDENZAAL,21,90,95,71,1x35,2580,95,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Leliestraat,7572VC,7572VC,OLDENZAAL,16,94,100,100,1x35,2361,100,75
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Leliestraat,7572VD,7572VE,OLDENZAAL,23,87,100,74,1x35,2566,91,87
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dahliastraat,7572VG,7572VG,OLDENZAAL,12,75,92,50,1x35,2763,100,83
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Huurnestraat,7572VH,7572VH,OLDENZAAL,22,68,82,55,1x35,4959,68,59
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Huurnestraat,7572VJ,7572VJ,OLDENZAAL,12,92,100,83,1x35,2552,83,67
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Huurnestraat,7572VK,7572VK,OLDENZAAL,14,100,100,100,1x35,2214,79,64
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Huurnestraat,7572VL,7572VL,OLDENZAAL,17,94,100,82,1x35,2604,100,59
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Huurnestraat,7572VM,7572VM,OLDENZAAL,17,88,100,53,1x35,3350,94,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Anjerstraat,7572VN,7572VN,OLDENZAAL,14,93,100,64,1x35,2460,93,93
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Anjerstraat,7572VP,7572VP,OLDENZAAL,19,95,100,95,1x35,2883,100,84
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Anjerstraat,7572VR,7572VR,OLDENZAAL,12,100,100,75,1x35,3087,100,83
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Anjerstraat,7572VS,7572VS,OLDENZAAL,15,100,100,93,1x35,2228,100,93
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Kuijperstraat,7572VT,7572VT,OLDENZAAL,13,100,100,77,1x35,2676,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Kuijperstraat,7572VV,7572VV,OLDENZAAL,25,92,100,80,1x35,2876,100,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mr de Savornin Lohmanstr,7572VW,7572VX,OLDENZAAL,16,94,100,94,1x35,3163,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mr. Treubstraat,7572VZ,7572VZ,OLDENZAAL,10,90,100,90,1x35,3360,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,St. Josephstraat,7572XA,7572XA,OLDENZAAL,15,100,100,93,1x35,1222,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Violenstraat,7572XD,7572XD,OLDENZAAL,20,100,100,95,1x35,1973,95,90
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Violenstraat,7572XE,7572XE,OLDENZAAL,11,100,100,100,1x35,1888,91,82
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rozenstraat,7572XG,7572XG,OLDENZAAL,15,93,100,80,1x35,4659,100,87
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Asterstraat,7572XH,7572XH,OLDENZAAL,24,92,58,54,3x25,1371,50,58
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Asterstraat,7572XJ,7572XJ,OLDENZAAL,17,76,71,71,3x25,2574,35,71
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Asterstraat,7572XK,7572XK,OLDENZAAL,17,76,100,82,1x35,3073,88,47
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Irisstraat,7572XL,7572XL,OLDENZAAL,25,92,100,80,1x35,3097,100,84
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Irisstraat,7572XM,7572XM,OLDENZAAL,16,94,100,81,1x35,3010,88,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentinckstraat,7572XN,7572XN,OLDENZAAL,15,80,100,87,1x35,5784,100,80
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentinckstraat,7572XP,7572XP,OLDENZAAL,23,87,100,57,1x35,2372,87,70
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentinckstraat,7572XR,7572XR,OLDENZAAL,24,79,83,83,1x35,1821,92,79
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentinckstraat,7572XS,7572XS,OLDENZAAL,27,44,100,89,1x35,2106,100,96
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Schaepmanstraat,7572XT,7572XV,OLDENZAAL,21,100,100,100,1x35,1771,95,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,St. Josephstraat,7572XW,7572XW,OLDENZAAL,12,17,100,92,1x35,2099,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Sloetstraat,7572XX,7572XX,OLDENZAAL,16,100,100,94,1x35,2144,100,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Sloetstraat,7572XZ,7572XZ,OLDENZAAL,13,85,100,100,1x35,2136,77,69
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Deken Scholtenstraat,7572ZA,7572ZA,OLDENZAAL,25,68,96,68,1x35,3213,96,76
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Deken Scholtenstraat,7572ZB,7572ZB,OLDENZAAL,13,100,100,92,1x35,1960,100,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Deken Scholtenstraat,7572ZC,7572ZC,OLDENZAAL,17,82,100,100,1x35,1667,100,94
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Eschstraat,7572ZD,7572ZD,OLDENZAAL,16,100,100,94,1x35,2013,94,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Eschstraat,7572ZE,7572ZG,OLDENZAAL,33,97,88,58,3x25,2509,88,76
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Glindestraat,7572ZH,7572ZH,OLDENZAAL,22,77,100,73,1x35,9051,100,68
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Glindestraat,7572ZK,7572ZK,OLDENZAAL,18,89,100,67,3x25,3441,100,94
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Ariensstraat,7572ZL,7572ZL,OLDENZAAL,10,100,100,90,1x35,3784,100,70
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Ariensstraat,7572ZM,7572ZM,OLDENZAAL,17,94,100,88,1x35,1817,88,76
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Ariensstraat,7572ZN,7572ZN,OLDENZAAL,20,90,100,65,1x35,3953,100,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Ariensstraat,7572ZP,7572ZP,OLDENZAAL,20,100,100,95,1x35,2290,95,70
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Prof. Aalbersestraat,7572ZR,7572ZS,OLDENZAAL,23,96,100,100,1x35,1495,96,65
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Poelsstraat,7572ZT,7572ZT,OLDENZAAL,20,95,100,90,1x35,2290,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Poelsstraat,7572ZV,7572ZV,OLDENZAAL,25,100,100,84,1x35,3471,96,56
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Poelsstraat,7572ZW,7572ZW,OLDENZAAL,20,95,100,85,1x35,2551,95,85
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Nolensstraat,7572ZX,7572ZX,OLDENZAAL,22,100,100,86,1x35,2194,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Nolensstraat,7572ZZ,7572ZZ,OLDENZAAL,17,100,100,94,1x35,2352,100,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Beatrixstraat,7573AA,7573AA,OLDENZAAL,42,100,98,81,1x35,3866,98,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Beatrixstraat,7573AB,7573AB,OLDENZAAL,42,100,100,100,1x35,1679,100,98
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Beatrixstraat,7573AC,7573AC,OLDENZAAL,10,100,100,90,1x35,1860,60,40
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Beatrixstraat,7573AD,7573AE,OLDENZAAL,22,100,100,91,1x35,2579,95,82
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Julianastraat,7573AG,7573AG,OLDENZAAL,13,100,100,100,1x35,2016,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wilhelminastraat,7573AH,7573AH,OLDENZAAL,11,100,100,73,1x35,2080,100,91
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wilhelminastraat,7573AJ,7573AJ,OLDENZAAL,19,100,100,84,1x35,1827,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wilhelminastraat,7573AK,7573AK,OLDENZAAL,11,91,100,64,1x35,2790,100,91
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Spoorstraat,7573AL,7573AL,OLDENZAAL,16,94,100,63,3x25,5141,100,94
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Prins Bernhardstraat,7573AM,7573AM,OLDENZAAL,17,100,82,41,1x35,7847,100,76
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haerstraat,7573AN,7573AN,OLDENZAAL,33,100,100,88,3x25,6040,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haerstraat,7573AP,7573AR,OLDENZAAL,36,89,100,61,1x35,4547,100,81
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haerstraat,7573AS,7573AS,OLDENZAAL,14,86,100,57,1x35,4126,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Stationsstraat,7573AT,7573AV,OLDENZAAL,36,100,97,64,1x35,6979,92,69
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bijvanckstraat,7573AW,7573AX,OLDENZAAL,25,80,96,64,3x25,4507,100,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Landrebenlaan,7573AZ,7573AZ,OLDENZAAL,65,83,100,63,3x25,4303,100,91
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Emmastraat,7573BA,7573BA,OLDENZAAL,22,86,91,55,1x35,3639,91,91
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Emmastraat,7573BB,7573BB,OLDENZAAL,18,78,100,61,1x35,5022,100,83
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholte Grevinkhoflaan,7573BC,7573BC,OLDENZAAL,16,88,100,69,3x25,9980,100,94
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholte Grevinkhoflaan,7573BD,7573BD,OLDENZAAL,11,82,100,64,3x25,4813,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Kleieslaan,7573BE,7573BE,OLDENZAAL,20,95,100,65,1x35,3341,100,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholtenhoeklaan,7573BG,7573BG,OLDENZAAL,24,88,100,75,1x35,2550,100,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholtenhoeklaan,7573BH,7573BH,OLDENZAAL,10,100,100,40,3x25,4101,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Molenstraat,7573BJ,7573BK,OLDENZAAL,32,88,100,72,1x35,5918,100,97
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bleekstraat,7573BL,7573BL,OLDENZAAL,24,88,100,67,1x35,2394,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Prossinkhof,7573BM,7573BM,OLDENZAAL,13,100,100,77,1x35,2619,100,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholtendijk,7573BN,7573BN,OLDENZAAL,25,84,100,60,1x35,4097,100,72
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholtendijk,7573BP,7573BS,OLDENZAAL,27,89,100,56,1x35,3690,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholtendijk,7573BT,7573BT,OLDENZAAL,14,57,100,57,1x35,2286,100,93
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Hoge Haerlaan,7573BV,7573BV,OLDENZAAL,15,80,100,40,1x35,5155,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Hoge Haerlaan,7573BW,7573BW,OLDENZAAL,19,95,100,68,1x35,2708,100,84
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mettelaan,7573BX,7573BX,OLDENZAAL,19,63,100,79,3x25,4541,100,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Timiaanlaan,7573BZ,7573BZ,OLDENZAAL,13,69,100,69,3x25,5033,100,69
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Molenkampstraat,7573CA,7573CA,OLDENZAAL,23,83,78,52,1x35,5092,100,61
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Potskampstraat,7573CB,7573CB,OLDENZAAL,50,98,100,74,1x35,3035,100,96
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Potskampstraat,7573CC,7573CC,OLDENZAAL,51,100,98,80,1x35,2982,100,94
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Zuivelstraat,7573CD,7573CD,OLDENZAAL,21,86,100,43,3x25,3283,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Zuivelstraat,7573CE,7573CE,OLDENZAAL,19,100,100,53,1x35,3648,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Fonteinstraat,7573CG,7573CG,OLDENZAAL,18,94,100,50,1x35,3037,100,94
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Fonteinstraat,7573CH,7573CH,OLDENZAAL,12,75,100,42,1x25,2881,100,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Fonteinstraat,7573CJ,7573CJ,OLDENZAAL,11,100,100,55,1x35,3403,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Hogelandstraat,7573CK,7573CK,OLDENZAAL,22,91,100,68,3x25,4279,100,86
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haerbroekstraat,7573CL,7573CL,OLDENZAAL,20,75,100,70,1x35,4655,100,90
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haerbroekstraat,7573CM,7573CM,OLDENZAAL,19,68,100,74,1x35,2563,89,79
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Klieveriklaan,7573CN,7573CN,OLDENZAAL,10,100,100,70,3x25,4668,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Klieveriklaan,7573CP,7573CP,OLDENZAAL,20,80,95,70,3x25,4805,100,85
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Daminklaan,7573CR,7573CS,OLDENZAAL,23,83,100,57,3x25,10017,96,87
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Perrevoortlaan,7573CT,7573CV,OLDENZAAL,21,95,100,67,3x25,5035,100,90
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentheimerstraat,7573CW,7573CW,OLDENZAAL,18,94,94,61,3x25,6318,94,83
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentheimerstraat,7573CX,7573CX,OLDENZAAL,11,100,100,73,3x25,3851,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentheimerstraat,7573CZ,7573CZ,OLDENZAAL,11,91,100,55,3x25,7490,91,91
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Het Heuveltje,7573DA,7573DC,OLDENZAAL,28,75,100,75,3x25,5596,100,96
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,De Grevinkhof,7573DD,7573DD,OLDENZAAL,51,100,100,94,1x35,2554,100,94
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Watertorenstraat,7573DZ,7573DZ,OLDENZAAL,12,100,100,83,1x35,3445,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentheimerstraat,7573EA,7573EB,OLDENZAAL,18,83,100,50,3x25,5718,94,94
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentheimerstraat,7573EC,7573EC,OLDENZAAL,18,83,78,56,3x25,12804,94,56
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Alleeweg,7573ED,7573ED,OLDENZAAL,17,59,100,47,1x35,3835,100,88
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Alleeweg,7573EE,7573EE,OLDENZAAL,13,92,100,69,1x35,3710,100,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Alleeweg,7573EG,7573EG,OLDENZAAL,10,90,100,50,3x25,3658,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Alleeweg,7573EH,7573EH,OLDENZAAL,15,87,100,47,1x35,3718,100,87
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Alleeweg,7573EJ,7573EJ,OLDENZAAL,14,79,100,43,3x25,10360,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Alleeweg,7573EK,7573EK,OLDENZAAL,20,80,100,75,1x35,3157,95,90
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Buiten Societeitstraat,7573EL,7573EL,OLDENZAAL,14,86,100,50,3x25,5490,93,93
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Voltherstraat,7573EM,7573EM,OLDENZAAL,18,72,100,56,1x35,2602,94,78
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Richter Bosstraat,7573EN,7573EN,OLDENZAAL,13,100,100,62,3x25,3258,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meijbreestraat,7573EP,7573ER,OLDENZAAL,24,92,83,75,1x35,8742,92,83
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meijbreestraat,7573ES,7573ES,OLDENZAAL,15,100,100,100,1x35,2543,100,87
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meijbreestraat,7573ET,7573ET,OLDENZAAL,15,100,100,100,1x35,2638,100,87
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meijbreestraat,7573EV,7573EV,OLDENZAAL,15,100,100,100,1x35,2274,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meijbreestraat,7573EW,7573EW,OLDENZAAL,17,100,100,94,1x35,2529,100,94
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meijbreestraat,7573EX,7573EX,OLDENZAAL,13,92,100,77,1x35,2573,100,92
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meijbreestraat,7573EZ,7573EZ,OLDENZAAL,14,71,100,43,1x35,4065,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Denekamperstraat,7573GA,7573GA,OLDENZAAL,10,80,100,50,3x25,2789,100,70
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Denekamperstraat,7573GB,7573GB,OLDENZAAL,11,91,100,73,3x25,5560,100,55
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Denekamperstraat,7573GC,7573GC,OLDENZAAL,11,100,100,73,3x25,7626,100,82
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Denekamperstraat,7573GD,7573GE,OLDENZAAL,25,88,96,52,1x35,4634,84,76
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rossumerstraat,7573GG,7573GG,OLDENZAAL,11,91,100,55,1x35,3445,100,82
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Pastoor Plegtstraat,7573GH,7573GH,OLDENZAAL,13,69,100,69,3x25,3731,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Kruisstraat,7573GJ,7573GJ,OLDENZAAL,17,76,94,59,3x25,4721,88,76
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haverstraat,7573GK,7573GK,OLDENZAAL,65,98,95,86,1x35,5360,97,86
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Ootmarsumsestraat,7573GL,7573GL,OLDENZAAL,22,82,91,36,1x35,13897,100,82
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Ootmarsumsestraat,7573GM,7573GM,OLDENZAAL,17,94,94,59,1x35,4120,82,82
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Ootmarsumsestraat,7573GN,7573GN,OLDENZAAL,14,93,79,43,3x25,10280,93,64
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,De Wieken,7573GP,7573GP,OLDENZAAL,29,100,100,97,1x35,2613,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholtenhaerstraat,7573HA,7573HA,OLDENZAAL,12,92,100,100,1x35,3608,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholtenhaerstraat,7573HB,7573HB,OLDENZAAL,19,84,95,95,1x35,3851,100,95
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haerstraat,7573PA,7573PA,OLDENZAAL,23,91,100,48,3x25,12773,96,78
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Oliemolenstraat,7573PC,7573PC,OLDENZAAL,12,92,100,67,1x35,6865,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,De Wijnbergen,7573PE,7574AA,OLDENZAAL,17,82,100,59,1x35,3514,100,71
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Enschedesestraat,7574AB,7574AB,OLDENZAAL,16,100,100,56,1x35,5994,100,63
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Enschedesestraat,7574AC,7574AH,OLDENZAAL,32,100,100,72,3x25,4590,97,97
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AJ,7574AK,OLDENZAAL,22,100,95,59,1x35,2844,95,73
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AL,7574AL,OLDENZAAL,23,100,100,70,1x35,3611,100,74
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AM,7574AM,OLDENZAAL,12,92,67,58,3x25,11756,100,67
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AN,7574AN,OLDENZAAL,12,92,100,58,1x35,9676,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AP,7574AR,OLDENZAAL,21,95,95,90,1x35,2603,100,90
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AS,7574AS,OLDENZAAL,12,100,100,100,1x35,1367,100,83
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AT,7574AT,OLDENZAAL,15,100,100,60,1x35,4366,100,87
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AV,7574AV,OLDENZAAL,18,83,100,67,1x35,3786,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AW,7574AW,OLDENZAAL,14,79,100,57,3x25,3112,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AX,7574AX,OLDENZAAL,15,80,100,67,1x35,3915,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burgemeester Storkstraat,7574AZ,7574BA,OLDENZAAL,23,96,96,48,1x35,6908,96,96
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Uiverstraat,7574BB,7574BB,OLDENZAAL,11,82,100,91,1x35,3940,100,100
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Reigerstraat,7574BD,7574BE,OLDENZAAL,18,94,94,50,3x25,3490,94,94
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Reigerstraat,7574BG,7574BG,OLDENZAAL,13,100,100,69,1x35,2581,100,100
