net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Huurnestraat,7572VK,7572VK,OLDENZAAL,14,100.0,100.0,100,1x35,2104,64.29,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Huurnestraat,7572VL,7572VL,OLDENZAAL,17,94.12,100.0,82,1x35,2588,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Huurnestraat,7572VM,7572VM,OLDENZAAL,17,88.24,100.0,53,1x35,3419,94.12,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Anjerstraat,7572VN,7572VN,OLDENZAAL,14,92.86,100.0,64,1x35,2557,78.57,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Anjerstraat,7572VP,7572VP,OLDENZAAL,19,94.74,100.0,95,1x35,3258,94.74,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Anjerstraat,7572VR,7572VR,OLDENZAAL,12,100.0,100.0,75,1x35,3067,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Anjerstraat,7572VS,7572VS,OLDENZAAL,15,100.0,100.0,100,1x35,2235,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Kuijperstraat,7572VT,7572VT,OLDENZAAL,13,100.0,100.0,77,1x35,2883,84.62,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Kuijperstraat,7572VV,7572VV,OLDENZAAL,25,92.0,100.0,84,1x35,2995,84.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mr de Savornin Lohmanstr,7572VW,7572VX,OLDENZAAL,16,93.75,100.0,94,1x35,3234,93.75,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mr. Treubstraat,7572VZ,7572VZ,OLDENZAAL,10,90.0,100.0,80,1x35,3618,60.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,St. Josephstraat,7572XA,7572XA,OLDENZAAL,15,100.0,100.0,93,1x35,1282,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Violenstraat,7572XD,7572XD,OLDENZAAL,20,100.0,100.0,95,1x35,1836,70.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Violenstraat,7572XE,7572XE,OLDENZAAL,11,100.0,100.0,100,1x35,1871,63.64,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rozenstraat,7572XG,7572XG,OLDENZAAL,15,100.0,100.0,80,1x35,3242,80.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Asterstraat,7572XH,7572XH,OLDENZAAL,17,94.12,82.35,82,1x35,2424,88.24,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Asterstraat,7572XJ,7572XJ,OLDENZAAL,16,100.0,100.0,88,1x35,1868,93.75,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Asterstraat,7572XK,7572XK,OLDENZAAL,17,76.47,100.0,82,1x35,3241,82.35,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Irisstraat,7572XL,7572XL,OLDENZAAL,25,92.0,100.0,84,1x35,2811,92.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Irisstraat,7572XM,7572XM,OLDENZAAL,16,93.75,100.0,81,1x35,2777,62.5,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentinckstraat,7572XN,7572XN,OLDENZAAL,15,86.67,100.0,87,1x35,5692,80.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentinckstraat,7572XP,7572XP,OLDENZAAL,23,95.65,100.0,57,1x35,2742,86.96,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentinckstraat,7572XR,7572XR,OLDENZAAL,24,83.33,83.33,83,1x35,1957,87.5,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentinckstraat,7572XS,7572XS,OLDENZAAL,27,66.67,100.0,89,1x35,2369,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Schaepmanstraat,7572XT,7572XV,OLDENZAAL,21,100.0,100.0,100,1x35,1720,90.48,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,St. Josephstraat,7572XW,7572XW,OLDENZAAL,12,100.0,100.0,92,1x35,2421,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Sloetstraat,7572XX,7572XX,OLDENZAAL,16,100.0,100.0,94,1x35,2538,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Sloetstraat,7572XZ,7572XZ,OLDENZAAL,13,100.0,100.0,100,1x35,2138,46.15,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Deken Scholtenstraat,7572ZA,7572ZA,OLDENZAAL,25,68.0,96.0,72,1x35,3552,96.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Deken Scholtenstraat,7572ZB,7572ZB,OLDENZAAL,13,100.0,100.0,92,1x35,2102,76.92,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Deken Scholtenstraat,7572ZC,7572ZC,OLDENZAAL,17,100.0,100.0,100,1x35,1810,94.12,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Eschstraat,7572ZD,7572ZD,OLDENZAAL,16,100.0,100.0,94,1x35,2222,75.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Eschstraat,7572ZE,7572ZG,OLDENZAAL,33,96.97,90.91,58,3x25,2535,81.82,3.03
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Glindestraat,7572ZH,7572ZH,OLDENZAAL,22,77.27,100.0,73,1x35,8975,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Glindestraat,7572ZK,7572ZK,OLDENZAAL,18,94.44,100.0,67,3x25,3426,88.89,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Ariensstraat,7572ZL,7572ZL,OLDENZAAL,10,100.0,100.0,90,1x35,3660,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Ariensstraat,7572ZM,7572ZM,OLDENZAAL,17,100.0,100.0,88,1x35,1870,82.35,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Ariensstraat,7572ZN,7572ZN,OLDENZAAL,20,90.0,100.0,65,1x35,4145,95.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Ariensstraat,7572ZP,7572ZP,OLDENZAAL,20,100.0,100.0,95,1x35,2354,85.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Prof. Aalbersestraat,7572ZR,7572ZS,OLDENZAAL,23,95.65,100.0,100,1x35,1621,82.61,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Poelsstraat,7572ZT,7572ZT,OLDENZAAL,20,95.0,100.0,90,1x35,2238,80.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Poelsstraat,7572ZV,7572ZV,OLDENZAAL,25,100.0,100.0,84,1x35,3575,92.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Poelsstraat,7572ZW,7572ZW,OLDENZAAL,20,95.0,100.0,85,1x35,2730,95.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Nolensstraat,7572ZX,7572ZX,OLDENZAAL,22,100.0,100.0,91,1x35,2105,63.64,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Dr. Nolensstraat,7572ZZ,7572ZZ,OLDENZAAL,17,100.0,100.0,94,1x35,2298,82.35,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Beatrixstraat,7573AA,7573AA,OLDENZAAL,42,100.0,95.24,81,1x35,3058,97.62,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Beatrixstraat,7573AB,7573AB,OLDENZAAL,42,100.0,100.0,100,1x35,1396,71.43,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Beatrixstraat,7573AC,7573AC,OLDENZAAL,10,100.0,100.0,90,1x35,1489,50.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Beatrixstraat,7573AD,7573AE,OLDENZAAL,22,100.0,100.0,91,1x35,2513,59.09,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Julianastraat,7573AG,7573AG,OLDENZAAL,13,100.0,100.0,100,1x35,2076,92.31,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wilhelminastraat,7573AH,7573AH,OLDENZAAL,11,100.0,100.0,82,1x35,1757,63.64,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wilhelminastraat,7573AJ,7573AJ,OLDENZAAL,19,100.0,100.0,84,1x35,1904,78.95,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Wilhelminastraat,7573AK,7573AK,OLDENZAAL,11,90.91,100.0,64,1x35,3024,81.82,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Spoorstraat,7573AL,7573AL,OLDENZAAL,16,93.75,100.0,63,3x25,5318,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Prins Bernhardstraat,7573AM,7573AM,OLDENZAAL,17,100.0,88.24,41,1x35,8482,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haerstraat,7573AN,7573AN,OLDENZAAL,33,100.0,39.39,88,3x25,6182,96.97,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haerstraat,7573AP,7573AR,OLDENZAAL,36,91.67,100.0,64,1x35,4578,97.22,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haerstraat,7573AS,7573AS,OLDENZAAL,14,85.71,100.0,57,1x35,4432,85.71,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Stationsstraat,7573AT,7573AV,OLDENZAAL,36,100.0,97.22,67,1x35,7025,91.67,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bijvanckstraat,7573AW,7573AX,OLDENZAAL,25,84.0,96.0,60,3x25,5038,96.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Landrebenlaan,7573AZ,7573AZ,OLDENZAAL,65,89.23,100.0,63,3x25,4706,93.85,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Emmastraat,7573BA,7573BA,OLDENZAAL,22,86.36,90.91,59,1x35,3644,77.27,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Emmastraat,7573BB,7573BB,OLDENZAAL,18,77.78,100.0,61,1x35,5139,83.33,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholte Grevinkhoflaan,7573BC,7573BC,OLDENZAAL,16,93.75,100.0,63,3x25,9218,93.75,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholte Grevinkhoflaan,7573BD,7573BD,OLDENZAAL,11,81.82,100.0,73,3x25,4257,90.91,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Kleieslaan,7573BE,7573BE,OLDENZAAL,20,95.0,100.0,70,1x35,3347,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholtenhoeklaan,7573BG,7573BG,OLDENZAAL,24,91.67,100.0,75,1x35,2564,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholtenhoeklaan,7573BH,7573BH,OLDENZAAL,10,100.0,100.0,50,1x35,4392,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Molenstraat,7573BJ,7573BK,OLDENZAAL,32,87.5,100.0,72,1x35,6655,93.75,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bleekstraat,7573BL,7573BL,OLDENZAAL,24,91.67,100.0,67,1x35,2623,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Prossinkhof,7573BM,7573BM,OLDENZAAL,13,100.0,100.0,77,1x35,2697,92.31,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholtendijk,7573BN,7573BN,OLDENZAAL,25,84.0,100.0,64,1x35,3076,96.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholtendijk,7573BP,7573BS,OLDENZAAL,27,96.3,100.0,59,1x35,3377,92.59,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholtendijk,7573BT,7573BT,OLDENZAAL,14,57.14,100.0,57,1x35,2736,92.86,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Hoge Haerlaan,7573BV,7573BV,OLDENZAAL,15,80.0,100.0,60,1x35,4473,93.33,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Hoge Haerlaan,7573BW,7573BW,OLDENZAAL,19,94.74,100.0,63,1x35,2973,89.47,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Mettelaan,7573BX,7573BX,OLDENZAAL,19,78.95,100.0,74,3x25,4720,89.47,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Timiaanlaan,7573BZ,7573BZ,OLDENZAAL,13,69.23,100.0,69,3x25,5496,92.31,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Molenkampstraat,7573CA,7573CA,OLDENZAAL,23,91.3,78.26,52,1x35,4950,95.65,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Potskampstraat,7573CB,7573CB,OLDENZAAL,50,100.0,100.0,76,1x35,2974,98.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Potskampstraat,7573CC,7573CC,OLDENZAAL,50,100.0,98.0,82,1x35,1786,66.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Zuivelstraat,7573CD,7573CD,OLDENZAAL,21,85.71,100.0,48,1x35,3329,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Zuivelstraat,7573CE,7573CE,OLDENZAAL,19,100.0,100.0,53,1x35,3931,84.21,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Fonteinstraat,7573CG,7573CG,OLDENZAAL,18,94.44,100.0,67,1x35,3000,94.44,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Fonteinstraat,7573CH,7573CH,OLDENZAAL,12,91.67,100.0,42,1x35,3096,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Fonteinstraat,7573CJ,7573CJ,OLDENZAAL,11,100.0,100.0,55,1x35,3578,90.91,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Hogelandstraat,7573CK,7573CK,OLDENZAAL,22,95.45,100.0,68,3x25,4150,86.36,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haerbroekstraat,7573CL,7573CL,OLDENZAAL,20,75.0,100.0,70,1x35,3682,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haerbroekstraat,7573CM,7573CM,OLDENZAAL,19,78.95,100.0,74,1x35,2634,89.47,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Klieveriklaan,7573CN,7573CN,OLDENZAAL,10,100.0,100.0,70,3x25,4489,80.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Klieveriklaan,7573CP,7573CP,OLDENZAAL,20,85.0,95.0,80,3x25,3916,95.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Daminklaan,7573CR,7573CS,OLDENZAAL,23,82.61,100.0,70,3x25,7027,78.26,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Perrevoortlaan,7573CT,7573CV,OLDENZAAL,21,95.24,100.0,67,3x25,5025,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentheimerstraat,7573CW,7573CW,OLDENZAAL,18,100.0,94.44,61,3x25,7420,94.44,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentheimerstraat,7573CX,7573CX,OLDENZAAL,11,100.0,100.0,73,3x25,4281,81.82,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentheimerstraat,7573CZ,7573CZ,OLDENZAAL,11,90.91,100.0,64,3x25,5816,72.73,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Het Heuveltje,7573DA,7573DC,OLDENZAAL,28,75.0,100.0,82,3x25,4800,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,De Grevinkhof,7573DD,7573DD,OLDENZAAL,51,100.0,100.0,94,1x35,2390,98.04,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Watertorenstraat,7573DZ,7573DZ,OLDENZAAL,12,100.0,100.0,83,1x35,3807,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentheimerstraat,7573EA,7573EB,OLDENZAAL,18,88.89,100.0,50,1x35,6391,88.89,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Bentheimerstraat,7573EC,7573EC,OLDENZAAL,17,94.12,88.24,59,3x25,13106,82.35,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Alleeweg,7573ED,7573ED,OLDENZAAL,17,64.71,100.0,53,1x35,4104,94.12,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Alleeweg,7573EE,7573EE,OLDENZAAL,13,100.0,100.0,69,1x35,3527,76.92,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Alleeweg,7573EG,7573EG,OLDENZAAL,10,90.0,100.0,50,3x25,3916,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Alleeweg,7573EH,7573EH,OLDENZAAL,15,86.67,100.0,53,1x35,3772,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Alleeweg,7573EJ,7573EJ,OLDENZAAL,14,78.57,100.0,50,1x35,3448,78.57,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Alleeweg,7573EK,7573EK,OLDENZAAL,20,80.0,100.0,75,1x35,3081,80.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Buiten Societeitstraat,7573EL,7573EL,OLDENZAAL,14,92.86,100.0,50,3x25,4440,71.43,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Voltherstraat,7573EM,7573EM,OLDENZAAL,18,83.33,100.0,56,1x35,2673,66.67,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Richter Bosstraat,7573EN,7573EN,OLDENZAAL,13,100.0,100.0,62,3x25,3334,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meijbreestraat,7573EP,7573ER,OLDENZAAL,24,91.67,83.33,75,1x35,9133,87.5,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meijbreestraat,7573ES,7573ES,OLDENZAAL,15,100.0,100.0,100,1x35,2629,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meijbreestraat,7573ET,7573ET,OLDENZAAL,15,100.0,100.0,100,1x35,2660,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meijbreestraat,7573EV,7573EV,OLDENZAAL,15,100.0,100.0,100,1x35,2313,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meijbreestraat,7573EW,7573EW,OLDENZAAL,17,100.0,100.0,94,1x35,2459,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meijbreestraat,7573EX,7573EX,OLDENZAAL,13,92.31,100.0,77,1x35,2771,84.62,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Meijbreestraat,7573EZ,7573EZ,OLDENZAAL,14,85.71,100.0,43,1x35,4620,92.86,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Denekamperstraat,7573GA,7573GA,OLDENZAAL,10,80.0,100.0,50,3x25,2911,80.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Denekamperstraat,7573GB,7573GB,OLDENZAAL,11,100.0,100.0,64,3x25,5741,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Denekamperstraat,7573GC,7573GC,OLDENZAAL,11,100.0,100.0,73,3x25,7131,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Denekamperstraat,7573GD,7573GE,OLDENZAAL,25,88.0,96.0,52,1x35,4555,72.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Rossumerstraat,7573GG,7573GG,OLDENZAAL,11,90.91,100.0,55,1x35,3772,81.82,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Pastoor Plegtstraat,7573GH,7573GH,OLDENZAAL,13,69.23,100.0,69,3x25,3554,76.92,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Kruisstraat,7573GJ,7573GJ,OLDENZAAL,17,76.47,94.12,59,3x25,5063,88.24,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haverstraat,7573GK,7573GK,OLDENZAAL,64,100.0,96.88,88,1x35,5681,96.88,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Ootmarsumsestraat,7573GL,7573GL,OLDENZAAL,22,81.82,90.91,36,3x25,14244,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Ootmarsumsestraat,7573GM,7573GM,OLDENZAAL,17,100.0,94.12,65,1x35,3456,70.59,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Ootmarsumsestraat,7573GN,7573GN,OLDENZAAL,11,90.91,100.0,55,1x35,10289,72.73,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,de Wieken,7573GP,7573GP,OLDENZAAL,29,100.0,100.0,97,1x35,2742,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholtenhaerstraat,7573HA,7573HA,OLDENZAAL,12,91.67,100.0,100,1x35,3895,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Scholtenhaerstraat,7573HB,7573HB,OLDENZAAL,19,84.21,94.74,95,1x35,4039,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Haerstraat,7573PA,7573PA,OLDENZAAL,22,90.91,100.0,45,3x25,15293,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Oliemolenstraat,7573PC,7573PC,OLDENZAAL,12,91.67,100.0,67,1x35,7106,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,De Wijnbergen,7573PE,7574AA,OLDENZAAL,17,82.35,100.0,65,1x35,3416,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Enschedesestraat,7574AB,7574AB,OLDENZAAL,16,100.0,100.0,56,1x35,5948,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Enschedesestraat,7574AC,7574AK,OLDENZAAL,32,100.0,96.88,75,1x35,2945,84.38,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AL,7574AL,OLDENZAAL,23,100.0,100.0,70,1x35,3777,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AM,7574AM,OLDENZAAL,12,91.67,66.67,58,3x25,12297,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AN,7574AN,OLDENZAAL,12,91.67,100.0,58,1x35,9593,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AP,7574AR,OLDENZAAL,20,95.0,100.0,95,1x35,2321,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AS,7574AS,OLDENZAAL,12,100.0,100.0,100,1x35,1373,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AT,7574AT,OLDENZAAL,15,100.0,100.0,60,1x35,4887,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AV,7574AV,OLDENZAAL,18,88.89,100.0,72,1x35,3977,88.89,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AW,7574AW,OLDENZAAL,14,85.71,100.0,57,3x25,2949,85.71,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burg Wallerstraat,7574AX,7574AX,OLDENZAAL,15,80.0,100.0,67,1x35,3989,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Burgemeester Storkstraat,7574AZ,7574BA,OLDENZAAL,23,95.65,91.3,48,1x35,6868,95.65,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Uiverstraat,7574BB,7574BB,OLDENZAAL,11,81.82,100.0,91,1x35,3497,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Reigerstraat,7574BD,7574BE,OLDENZAAL,18,94.44,94.44,50,3x25,3574,94.44,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Reigerstraat,7574BG,7574BG,OLDENZAAL,13,100.0,100.0,69,1x35,2641,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Valkenstraat,7574BH,7574BL,OLDENZAAL,32,96.88,100.0,69,1x35,2420,100.0,0.0
Cogas Infra & Beheer BV,Netbeheerder Centraal Overijssel B.V.,Gruttostraat,7574BM,7574BM,OLDENZAAL,16,87.5,100.0,88,1x35,3383,100.0,0.0
